bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,publication_year,book_age,average_rating_author,ratings_count_author,num_books,author_influence,publisher_influence,popular
3776,Ballet Shoes,Noel Streatfeild,4.07,1842552473,9781842552476,eng,184,210,26,12/23/2004,Orion Children's Books,2004.0,21.0,3.8428571428571425,3540,7,4.788966215398109,4.07,1
3782,Theater Shoes (Shoes  #4),Noel Streatfeild/Diane Goode,4.02,0679854347,9780679854340,eng,272,4461,158,11/15/1994,Yearling,1994.0,31.0,4.02,4546,2,4.756389343881124,3.8978571428571427,1
3784,Movie Shoes (Shoes  #6),Noel Streatfeild,4.0,0440458153,9780440458159,eng,239,1351,32,5/1/1984,Yearling Books,1984.0,41.0,3.8428571428571425,3540,7,4.788966215398109,3.9055555555555554,0
3787,Party Shoes (Shoes  #5),Noel Streatfeild,3.64,0192752537,9780192752536,en-US,243,430,33,9/1/2002,Oxford University Press  USA,2002.0,23.0,3.8428571428571425,3540,7,4.788966215398109,3.9506666666666668,0
3788,Thursday's Child (Margaret Thursday  #1),Noel Streatfeild,3.98,0440486874,9780440486879,eng,256,1059,38,12/1/1985,Yearling,1985.0,40.0,3.8428571428571425,3540,7,4.788966215398109,3.8978571428571427,0
3797,Miss Happiness and Miss Flower,Rumer Godden/Gary Blythe,4.27,1405088567,9781405088565,eng,104,913,66,9/1/2006,MacMillan UK,2006.0,19.0,4.27,913,1,4.3189786075482335,4.27,1
3798,The River,Rumer Godden,3.95,0330489992,9780330489997,eng,128,377,54,4/16/2004,Pan,2004.0,21.0,4.043333333333334,1793,3,4.5465864516762675,3.8899999999999997,0
3799,The Dolls' House,Rumer Godden/Christian Birmingham,4.01,0330442554,9780330442558,eng,153,1410,73,11/3/2006,Macmillan,2006.0,19.0,4.01,1410,1,4.319245621667833,2.005,1
3801,China Court: The Hours of a Country House,Rumer Godden,3.97,0688117228,9780688117221,eng,358,516,77,12/31/1993,William Morrow & Company,1993.0,32.0,4.043333333333334,1793,3,4.5465864516762675,3.985,0
3803,Rumer Godden,Anne Chisholm,3.82,0330367471,9780330367479,eng,335,9,5,6/11/1999,Pan,1999.0,26.0,3.82,9,1,2.7394049640102027,3.8899999999999997,0
3805,The Corrections,Jonathan Franzen,3.79,1841156736,9781841156736,eng,653,133237,7468,9/2/2002,Fourth Estate Paperbacks,2002.0,23.0,3.4200000000000004,146118,7,5.693541299494672,3.79,0
3806,Creative Correction: Extraordinary Ideas For Everyday Discipline,Lisa Whelchel/Stormie Omartian,3.93,1589971280,9781589971288,en-US,367,1094,87,3/31/2010,Thomas Nelson,2010.0,15.0,3.93,1094,1,4.20318232878717,4.049047619047619,0
3815,Original Sin (Adam Dalgliesh #9),P.D. James,3.91,0446679224,9780446679220,eng,511,6736,297,12/2/2005,Grand Central Publishing,2005.0,20.0,3.9054545454545457,96374,11,5.892509235944562,3.9225000000000003,0
3818,Original Sin: Illuminating the Riddle,Henri Blocher,3.68,083082605X,9780830826056,eng,158,64,16,10/2/2000,IVP Academic,2000.0,25.0,3.68,64,1,3.23094561708068,3.8366666666666664,0
3820,An Original Sin,Nina Bangs,3.75,0505523248,9780505523242,eng,394,369,16,7/1/1999,Love Spell,1999.0,26.0,3.75,369,1,3.78768033780347,3.756666666666667,0
3822,Aliens: Original Sin,Michael Jan Friedman,3.71,1595820159,761568107371,eng,256,247,18,10/26/2005,Dark Horse Books,2005.0,20.0,3.71,247,1,3.6476580599614836,3.7988888888888885,0
3825,Death in Holy Orders (Adam Dalgliesh  #11),P.D. James/Christa Seibicke,3.92,0345446666,9780345446664,eng,429,9847,516,3/26/2002,Fawcett Books,2002.0,23.0,3.92,9847,1,4.857136536471275,3.8790909090909094,0
3826,The Lighthouse (Adam Dalgliesh #13),P.D. James,3.81,0307275736,9780307275738,eng,383,10651,711,10/10/2006,Vintage,2006.0,19.0,3.9054545454545457,96374,11,5.892509235944562,3.8941823899371064,0
3827,Unnatural Causes (Adam Dalgliesh #3),P.D. James,3.94,0571204104,9780571204106,eng,218,9258,330,5/20/2002,Penguin Books in association with Faber & Faber,2002.0,23.0,3.9054545454545457,96374,11,5.892509235944562,3.94,0
3828,Death of an Expert Witness (Adam Dalgliesh #6),P.D. James,3.99,0571204201,9780571204205,eng,306,8045,265,5/20/2002,Gardners Books,2002.0,23.0,3.9054545454545457,96374,11,5.892509235944562,3.9050000000000002,0
3829,A Mind To Murder (Adam Dalgliesh  #2),P.D. James,3.82,0571204155,9780571204151,eng,225,39,4,5/20/2002,Gardners Books,2002.0,23.0,3.9054545454545457,96374,11,5.892509235944562,3.9050000000000002,0
3830,A Taste for Death (Adam Dalgliesh  #7),P.D. James,4.02,1400096472,9781400096473,eng,459,10304,374,11/8/2005,Vintage,2005.0,20.0,3.9054545454545457,96374,11,5.892509235944562,3.8941823899371064,1
3831,Time To Be In Earnest: A Fragment Of Autobiography,P.D. James,3.93,0345442121,9780345442123,eng,306,495,76,2/27/2001,Ballantine Books,2001.0,24.0,3.9054545454545457,96374,11,5.892509235944562,3.875,0
3832,Cover Her Face (Adam Dalgliesh #1),P.D. James,3.93,0743219570,9780743219570,eng,250,26375,953,5/8/2001,Scribner,2001.0,24.0,3.9054545454545457,96374,11,5.892509235944562,3.856164383561644,0
3833,The Black Tower (Adam Dalgliesh #5),P.D. James,4.0,0743219619,9780743219617,eng,352,13801,335,10/2/2001,Scribner,2001.0,24.0,3.9054545454545457,96374,11,5.892509235944562,3.856164383561644,0
3834,Innocent Blood,P.D. James,3.68,0743219635,9780743219631,eng,400,3793,286,8/2/2001,Scribner,2001.0,24.0,3.9054545454545457,96374,11,5.892509235944562,3.856164383561644,0
3835,Don Quixote,Miguel de Cervantes Saavedra/Edith Grossman/Harold Bloom,3.87,0060934344,9780060934347,eng,940,4956,705,4/26/2005,Ecco,2005.0,20.0,3.87,4956,1,4.626196235518162,3.7689473684210526,0
3836,Don Quixote,Miguel de Cervantes Saavedra/John Rutherford/Roberto González Echevarría,3.87,0142437239,9780142437230,eng,1023,160911,4087,2/25/2003,Penguin Books,2003.0,22.0,3.87,160911,1,5.670213309317267,3.920383141762452,0
3837,Don Quixote,Miguel de Cervantes Saavedra/Walter Starkie,3.87,0451528905,9780451528902,en-US,544,71,5,6/3/2003,Signet Classics,2003.0,22.0,3.87,71,1,3.3566292718168054,3.8813043478260867,0
3840,Don Quixote,Miguel de Cervantes Saavedra/Tobias Smollett/Carlos Fuentes,3.87,037575699X,9780375756993,eng,1168,393,40,4/10/2001,Modern Library,2001.0,24.0,3.87,393,1,3.8665347089013693,3.971829268292683,0
3841,Lectures on Don Quixote,Vladimir Nabokov/Fredson Bowers/Guy Davenport/Miguel de Cervantes Saavedra/Samuel Putnam,3.87,0156495406,9780156495400,eng,240,275,14,4/18/1984,Harcourt Brace Jovanovich,1984.0,41.0,3.87,275,1,3.759749695827134,3.8449999999999998,0
3842,Cliffs Notes on Cervantes' Don Quixote,Marianne Sturman,3.61,0822004151,9780822004158,eng,96,21,2,7/8/1964,Cliffs Notes,1964.0,61.0,3.61,21,1,2.870942172119484,3.6823076923076927,0
3848,Desert Heat (Joanna Brady  #1),J.A. Jance,4.0,0727861158,9780727861153,eng,256,41,11,9/1/2004,Severn House Publishers,2004.0,21.0,4.02,4204,2,4.732931329455735,3.757,0
3849,Kentucky Heat,Fern Michaels,4.19,0821773682,9780821773680,eng,383,1869,46,9/1/2002,Zebra,2002.0,23.0,4.14,10677,3,5.130041120942018,3.658,1
3850,Heat Wave: A Social Autopsy of Disaster in Chicago,Eric Klinenberg,3.86,0226443221,9780226443225,eng,320,732,71,7/15/2003,University Of Chicago Press,2003.0,22.0,3.86,732,1,4.047773146677984,4.12875,0
3851,Texas Heat (Texas  #2),Fern Michaels,4.18,0345449606,9780345449603,eng,496,2025,41,11/27/2001,Ballantine Books,2001.0,24.0,4.14,10677,3,5.130041120942018,3.875,1
3852,Primal Heat (Includes: Breeds  #8.5; Devlin Dynasty  #1; Moon Lust  #1),Lora Leigh/Sherri L. King/Lorie O'Clare/Jaci Burton,4.13,1843607409,9781843607403,eng,196,3567,62,5/15/2004,Ellora's Cave,2004.0,21.0,4.13,3567,1,4.6575575842219585,3.7066666666666666,1
3853,Heat and Dust,Ruth Prawer Jhabvala,3.55,1582430152,9781582430157,eng,190,6214,270,4/16/1999,Counterpoint,1999.0,26.0,3.55,6214,1,4.534045737295433,3.62,0
3858,Holy Cow: An Indian Adventure,Sarah Macdonald,3.53,0767915747,9780767915748,eng,304,15315,1101,4/13/2004,Broadway Books,2004.0,21.0,3.53,15315,1,4.794625429891144,3.869183673469388,0
3859,Holy Cows and Hog Heaven: The Food Buyer's Guide to Farm Friendly Food,Joel Salatin/Michael Pollan,4.01,0963810944,9780963810946,eng,134,292,35,2/19/2005,Polyface,2005.0,20.0,4.01,292,1,3.847681218817109,4.01,1
3867,The History of Love,Nicole Krauss,3.92,0393328627,9780393328622,eng,255,110082,9777,5/17/2006,Norton,2006.0,19.0,3.625,115504,2,5.529343187148708,3.955,0
3869,A Brief History of Time,Stephen Hawking,4.17,0553380168,9780553380163,eng,212,239652,5860,9/1/1998,Bantam Books,1998.0,27.0,4.146,272075,5,6.185502909250004,3.8635416666666664,1
3870,A Short History of Nearly Everything,Bill Bryson,4.21,0767923227,9780767923224,eng,624,352,37,11/1/2005,Broadway Books,2005.0,20.0,3.9342857142857146,917137,21,6.704055317008516,3.869183673469388,1
3871,The Politically Incorrect Guide to American History,Thomas E. Woods Jr.,4.03,0895260476,9780895260475,en-US,270,1604,153,11/1/2004,Regnery Publishing,2004.0,21.0,4.03,1604,1,4.367893146781224,3.8266666666666667,1
3872,A History of the World in 6 Glasses,Tom Standage,3.76,0802715524,9780802715524,eng,336,14820,1686,5/16/2006,Bloomsbury,2006.0,19.0,3.76,14820,1,4.899769547999064,3.877272727272727,0
3873,A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam,Karen Armstrong,3.87,0517223120,9780517223123,eng,460,38915,1087,3/2/2004,Gramercy Books,2004.0,21.0,3.975,70007,8,5.773854355531944,4.2092307692307696,0
3875,The Sun Also Rises,Ernest Hemingway/William Hurt,3.82,0743564413,9780743564410,eng,8,302,69,10/17/2006,Simon  Schuster Audio,2006.0,19.0,3.82,302,1,3.7627492777647995,3.815555555555556,0
3886,The Bon Appetit Cookbook,Barbara Fairchild,4.07,0764596861,9780764596865,eng,816,1816,22,8/15/2006,Houghton Mifflin Harcourt,2006.0,19.0,4.07,1816,1,4.425112056630841,4.078205128205129,1
3895,The Barefoot Contessa Cookbook,Ina Garten/Melanie Acevedo,4.15,0609602195,9780609602195,eng,256,28789,177,4/6/1999,Clarkson Potter,1999.0,26.0,4.15,28789,1,5.293964451193856,3.9971428571428573,1
3900,Into a Paris Quartier: Reine Margot's Chapel and Other Haunts of St. Germain,Diane Johnson,3.51,0792272668,9780792272663,eng,204,240,46,5/1/2005,National Geographic Society,2005.0,20.0,3.373333333333333,3846,3,4.440440209716333,3.9539999999999997,0
3914,Sylvia,Leonard Michaels/Diane Johnson,3.86,0374271070,9780374271077,eng,129,807,95,5/29/2007,Farrar  Straus and Giroux,2007.0,18.0,3.86,807,1,4.0769980536683175,4.074146341463415,0
3916,The Life Of Dashiell Hammett,Diane Johnson,3.73,070112766X,9780701127664,eng,344,4,0,1/23/1984,Vintage/Ebury (A Division of Random House Group),1984.0,41.0,3.373333333333333,3846,3,4.440440209716333,3.73,0
3918,Divorcio a la Francesa: Le Divorce,Diane Johnson/Carlos Milla Soler/Roberto Fernandez Sastre,2.88,8420466557,9788420466552,spa,388,6,0,6/1/2003,Santillana USA Publishing Company,2003.0,22.0,2.88,6,1,2.162402480828583,3.665,0
3921,London is the Best City in America,Laura Dave,3.45,0670037567,9780670037568,eng,256,2168,233,5/18/2006,Viking Adult,2006.0,19.0,3.45,2168,1,4.1682358893600515,3.9814285714285718,0
3938,Hyperion (Los Cantos de Hyperion  #1),Dan Simmons/Carlos Alberto Gardini,4.24,8466617353,9788466617352,spa,618,174,14,6/1/2005,Ediciones B,2005.0,20.0,4.24,174,1,3.8080652282890437,3.9566666666666666,1
3939,The Fall of Hyperion (Hyperion Cantos  #2),Dan Simmons,4.2,0747236046,9780747236047,eng,632,237,15,2/20/1992,Headline Book Pub Ltd,1992.0,33.0,3.893809523809524,192791,21,6.215923402532952,4.2,1
3940,Supreme Power: Hyperion,J. Michael Straczynski/Dan Jurgens,3.45,0785118950,9780785118954,eng,120,232,9,7/19/2006,Marvel,2006.0,19.0,3.45,232,1,3.498940972181699,3.878095238095238,0
3966,Die Hyperion-Gesänge,Dan Simmons/Joachim Körber,4.42,3453215281,9783453215283,ger,1456,141,11,8/1/2002,Heyne,2002.0,23.0,4.42,141,1,3.8353775533923673,3.98625,1
3967,La Chute d'Hypérion II,Dan Simmons/Guy Abadia,4.2,2266111574,9782266111577,fre,347,21,1,12/26/2000,Pocket,2000.0,25.0,3.9,53,3,3.4239540861932607,3.9805882352941175,1
3968,Endymion,Dan Simmons/Guy Abadia,4.17,2221089561,9782221089569,fre,572,29,1,12/14/1998,Robert Laffont,1998.0,27.0,3.9,53,3,3.4239540861932607,4.036666666666666,1
3972,Olympos (Ilium  #2),Dan Simmons,3.94,0380817934,9780380817931,eng,891,13300,484,7/25/2006,Harper Voyager,2006.0,19.0,3.893809523809524,192791,21,6.215923402532952,3.9995,0
3973,Ilium (Ilium  #1),Dan Simmons,4.03,0380817926,9780380817924,eng,752,21973,905,6/28/2005,HarperTorch,2005.0,20.0,3.893809523809524,192791,21,6.215923402532952,3.9460416666666664,1
3974,The Terror,Dan Simmons,4.07,0316017442,9780316017442,eng,769,31711,3317,1/8/2007,Little  Brown and Company,2007.0,18.0,3.893809523809524,192791,21,6.215923402532952,3.9752173913043483,1
3975,Worlds Enough & Time: Five Tales of Speculative Fiction,Dan Simmons,3.75,0060506040,9780060506049,eng,272,953,61,11/26/2002,Harper Voyager,2002.0,23.0,3.893809523809524,192791,21,6.215923402532952,3.9995,0
3976,Hard Freeze (Joe Kurtz  #2),Dan Simmons,3.84,0312989482,9780312989484,eng,320,734,44,9/15/2003,Minotaur Books,2003.0,22.0,3.893809523809524,192791,21,6.215923402532952,3.9189999999999996,0
3977,Endymion (Hyperion Cantos  #3),Dan Simmons,4.17,0553572946,9780553572940,eng,563,38357,1111,12/1/1996,Bantam Spectra,1996.0,29.0,3.893809523809524,192791,21,6.215923402532952,3.9875,1
3978,A Winter Haunting (Seasons of Horror  #2),Dan Simmons,3.6,0380817160,9780380817160,eng,371,6253,488,12/31/2002,HarperTorch,2002.0,23.0,3.893809523809524,192791,21,6.215923402532952,3.9460416666666664,0
3985,The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.18,0312282990,9780312282998,eng,639,165862,9143,8/25/2001,Picador USA,2001.0,24.0,3.77,241604,4,5.925405414544687,3.919285714285714,1
3986,The Amazing Adventures of the Escapist: Volume 1,Michael Chabon/Glen David Gold/Bill Sienkiewicz/Howard Chaykin/Gene Colan/Steve Lieber/Eric Wight/Kevin  McCarthy,3.46,159307171X,9781593071714,eng,159,1097,105,5/18/2004,Dark Horse,2004.0,21.0,3.46,1097,1,3.9690031227328317,3.6439999999999997,0
3997,The Great House of God,Max Lucado,4.25,0849942985,9780849942983,eng,240,1101,58,10/31/2001,Thomas Nelson,2001.0,24.0,4.25,1101,1,4.365094033025847,4.049047619047619,1
4006,The Valkyries,Paulo Coelho/Alan R. Clarke,3.31,0722533942,9780722533949,eng,243,16483,685,9/6/1999,HarperTorch (an imprint of HarperCollins Publishers),1999.0,26.0,3.4575,89335,4,5.470685528824508,3.31,0
4008,The Devil and Miss Prym (On the Seventh Day  #3),Paulo Coelho/Amanda Hopkinson/Nick Caistor,3.61,0060527994,9780060527990,eng,205,47673,2046,7/3/2006,HarperOne,2006.0,19.0,3.61,47673,1,5.1752718725803915,4.035142857142857,0
4009,Nine Stories,J.D. Salinger,4.19,0316767727,9780316767729,eng,198,112779,2897,1/30/2001,Little  Brown and Company,2001.0,24.0,4.038,2777908,5,6.828514607159755,3.9752173913043483,1
4014,The Sun Rises: and Other Questions About Time and Seasons,Brenda Walpole,3.94,0753459647,9780753459645,eng,32,50,6,9/15/2006,Kingfisher,2006.0,19.0,3.94,50,1,3.2881771259292867,3.9433333333333334,0
4023,American Psycho,Bret Easton Ellis,3.82,033048477X,9780330484770,eng,399,844,76,4/21/2010,Picador,2010.0,15.0,3.6166666666666667,134900,6,5.741204299664441,3.7994999999999997,0
4031,Lunar Park,Bret Easton Ellis,3.7,0375727272,9780375727276,eng,404,24618,738,8/29/2006,Vintage,2006.0,19.0,3.6166666666666667,134900,6,5.741204299664441,3.8941823899371064,0
4035,The Burden of Proof (Kindle County Legal Thriller #2),Scott Turow,4.06,0446677124,9780446677127,eng,608,32337,272,12/1/2000,Grand Central Publishing,2000.0,25.0,3.7585714285714285,54577,7,5.5673898676612215,3.9225000000000003,1
4043,Godless,Pete Hautman,3.6,1416908161,9781416908166,eng,208,4213,735,11/1/2005,Simon  Schuster Books for Young Readers,2005.0,20.0,3.73,9518,3,4.89057239629937,3.834285714285714,0
4050,That Godless Court?: Supreme Court Decisions on Church-State Relationships,Ronald B. Flowers,3.59,0664228917,9780664228910,en-US,228,12,1,9/2/2005,Westminster John Knox Press,2005.0,20.0,3.59,12,1,2.7031142433504503,3.8125,0
4055,Soul Mates: Honouring the Mysteries of Love and Relationship,Thomas  Moore,3.99,0060925752,9780060925758,eng,288,4372,81,12/13/2013,Harper Perennial,2013.0,12.0,3.99,4372,1,4.648590801535866,3.8980357142857143,0
4060,Soul Mates & Twin Flames: The Spiritual Dimension of Love & Relationships (Pocket Guide to Practical Spirituality),Elizabeth Clare Prophet,3.79,0922729484,9780922729487,en-US,155,141,5,8/17/2017,Summit University Press,2017.0,8.0,4.0,196,2,3.8046835763550186,4.0,0
4066,Hot Chocolate for the Mystical Lover: 101 True Stories of Soul Mates Brought Together by Divine Intervention,Arielle Ford/Deepak Chopra,4.08,0452282179,9780452282179,en-US,412,38,4,1/1/2001,Plume,2001.0,24.0,4.08,38,1,3.2776979299508833,3.879722222222222,1
4069,Man's Search for Meaning,Viktor E. Frankl/Harold S. Kushner/William J. Winslade/Isle Lasch,4.36,080701429X,9780807014295,eng,165,282127,13449,6/1/2006,Beacon Press,2006.0,19.0,4.36,282127,1,6.083664280406301,4.133,1
4070,Man's Search for Meaning,Viktor E. Frankl/Gordon W. Allport/Ilse Lasch,4.36,0807014265,9780807014264,eng,165,391,44,3/30/2000,Beacon Press (Boston),2000.0,25.0,4.36,391,1,4.110007988049127,4.36,1
4075,In Search of Memory: The Emergence of a New Science of Mind,Eric R. Kandel,4.1,0393058638,9780393058635,eng,430,3958,172,2/1/2006,W. W. Norton & Company,2006.0,19.0,4.1,3958,1,4.673753460243828,3.9655813953488375,1
4077,Search Engine Optimization for Dummies,Peter Kent,3.79,0471979988,9780471979982,en-US,382,143,20,5/1/2006,For Dummies,2006.0,19.0,3.79,143,1,3.524573425984789,3.6955555555555555,0
4099,The Pragmatic Programmer: From Journeyman to Master,Andy Hunt/Dave Thomas,4.31,020161622X,9780201616224,eng,321,12563,699,10/30/1999,Addison-Wesley Professional,1999.0,26.0,4.31,12563,1,5.125206694309551,4.1899999999999995,1
4100,Behind Closed Doors: Secrets of Great Management,Johanna Rothman/Esther Derby,3.96,0976694026,9780976694021,en-US,176,840,63,9/26/2005,Pragmatic Bookshelf,2005.0,20.0,3.96,840,1,4.1390069341038735,3.8525,0
4104,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.93,0713997273,9780713997279,eng,278,832,118,1/11/2005,Penguin,2005.0,20.0,3.9400000000000004,1075630,4,6.4584129897122065,3.9567241379310345,0
4106,Blink 182,Anne Hoppus,4.42,0859653234,9780859653237,eng,112,62,4,12/1/2001,Plexus Publishing Ltd,2001.0,24.0,4.42,62,1,3.5915698540294487,4.42,1
4108,I Blink: And Other Questions About My Body,Brigid Avison,3.92,0753456109,9780753456101,eng,32,36,1,4/25/2003,Kingfisher,2003.0,22.0,3.92,36,1,3.181904809905256,3.9433333333333334,0
4117,The Great Good Thing (The Sylvie Cycle  #1),Roderick Townley,3.9,0689837143,9780689837142,en-US,224,1782,197,9/1/2003,Simon & Schuster Childrens Books,2003.0,22.0,3.9,1782,1,4.334445221470931,3.9971428571428573,0
4119,The Great Good Place: Cafes  Coffee Shops  Bookstores  Bars  Hair Salons  and Other Hangouts at the Heart of a Community,Ray Oldenburg,3.83,1569246815,9781569246818,eng,384,608,78,8/18/1999,Da Capo Press,1999.0,26.0,3.83,608,1,3.977174916424958,3.9742857142857146,0
4122,Built to Last: Successful Habits of Visionary Companies,James C. Collins/Jerry I. Porras,3.99,0060566108,9780060566104,eng,368,53749,509,11/2/2004,Harper Business,2004.0,21.0,3.99,53749,1,5.401259119908962,3.7944444444444443,0
4135,I Like You: Hospitality Under the Influence,Amy Sedaris,3.88,0446578843,9780446578844,eng,304,37258,1401,10/16/2006,Warner Books (NY),2006.0,19.0,3.88,37258,1,5.236324077720825,3.904285714285714,0
4140,Children Playing Before a Statue of Hercules,David Sedaris/Richard Yates/Dorothy Parker/Joyce Carol Oates/Lorrie Moore/Flannery O'Connor/Amy Hempel/Akhil   Sharma/Tim Johnston/Tobias Wolff/Sarah Vowell/Charles Baxter/Jhumpa Lahiri/Katherine Mansfield/Alice Munro/Jean Thompson/Frank Gannon/Patricia Highsmith/Jincy Willett,3.68,0743276124,9780743276122,eng,344,6490,463,8/1/2005,Simon & Schuster,2005.0,20.0,3.68,6490,1,4.612081000422029,3.9634090909090913,0
4144,Bringing Down The House,Ben Mezrich,3.89,0099468239,9780099468233,en-GB,320,518,61,5/6/2004,Arrow,2004.0,21.0,3.89,518,1,3.9592006010617555,3.8346428571428572,0
4162,Read for Your Life: 11 Ways to Better Yourself Through Books,Pat Williams/Peggy Matthews Rose,3.7,0757305458,9780757305450,eng,311,82,17,6/1/2007,Hci,2007.0,18.0,3.7,82,1,3.314281618450969,3.7,0
4165,The Hip-Hop Church: Connecting with the Movement Shaping Our Culture,Efrem Smith/Phil   Jackson,3.91,0830833293,9780830833290,eng,227,21,4,12/15/2005,IVP Books,2005.0,20.0,3.91,21,1,3.020942172119484,3.705,0
4167,The Final Season: Fathers  Sons  and One Last Season in a Classic American Ballpark,Tom Stanton,4.16,0312291566,9780312291563,eng,256,216,25,5/8/2002,St. Martin's Griffin,2002.0,23.0,4.16,216,1,3.832598642174127,3.924186046511628,1
4191,The Cold Six Thousand (Underworld USA #2),James Ellroy,4.01,037572740X,9780375727405,eng,688,5642,265,6/11/2002,Vintage,2002.0,23.0,3.736666666666667,91901,6,5.686058784412179,3.8941823899371064,1
4200,White Teeth,Zadie Smith,3.77,0140276335,9780140276336,eng,542,4202,406,1/25/2001,Penguin Books,2001.0,24.0,3.53625,171741,8,5.823694504368041,3.920383141762452,0
4204,White Teeth,Zadie Smith,3.77,1417626283,9781417626281,eng,448,81,11,6/1/2001,Turtleback Books,2001.0,24.0,3.53625,171741,8,5.823694504368041,3.946153846153846,0
4207,White Teeth,Zadie Smith,3.77,0140297782,9780140297782,en-GB,542,1265,142,11/30/2000,Penguin,2000.0,25.0,3.53625,171741,8,5.823694504368041,3.9567241379310345,0
4216,Schiffbruch mit Zuschauer. Paradigma einer Daseinsmetapher,Hans Blumenberg,3.93,3518222635,9783518222638,ger,106,6,0,5/27/1997,Suhrkamp,1997.0,28.0,3.93,6,1,2.6874024808285832,3.934,0
4221,The Guide to Dan Brown's the Solomon Key,Greg  Taylor,2.98,0875168167,9780875168166,en-US,183,34,2,9/30/2005,DeVorss & Company,2005.0,20.0,2.98,34,1,2.695233854558813,2.98,0
4223,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,0739326740,9780739326749,en-US,756,3645,407,3/28/2006,Random House Large Print,2006.0,19.0,3.8241666666666667,4135380,12,6.99560021156403,3.79,0
4227,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,0743275063,9780743275064,en-US,528,1192,143,5/3/2005,Atria Books,2005.0,20.0,3.8241666666666667,4135380,12,6.99560021156403,3.8575,0
4232,The Illuminati,Larry Burkett,3.71,1595540016,20049130001,eng,352,60,8,10/4/2004,Thomas Nelson,2004.0,21.0,3.71,60,1,3.2268915953639823,4.049047619047619,0
4241,The Illuminati Papers,Robert Anton Wilson,3.83,1579510027,9781579510022,en-US,168,710,22,12/11/1997,Ronin Publishing (CA),1997.0,28.0,3.83,710,1,4.0236311650529615,3.83,0
4248,The Da Vinci Code,Dan Brown,3.84,1400079179,9781400079179,eng,489,13934,1459,3/28/2006,Anchor,2006.0,19.0,3.8241666666666667,4135380,12,6.99560021156403,3.9008064516129033,0
4249,The Da Vinci Code (Robert Langdon  #2),Dan Brown/Paul Michael,3.84,0739339788,9780739339787,eng,0,91,16,3/28/2006,Random House Audio,2006.0,19.0,3.84,91,1,3.4151660092267013,3.9748484848484846,0
4250,El código Da Vinci (Robert Langdon  #2),Dan Brown/Juanjo Estrella,3.84,8495618605,9788495618603,spa,557,3276,190,10/17/2003,Umbriel,2003.0,22.0,3.84,3276,1,4.487034530721633,3.652,0
4251,Truth and Fiction in The Da Vinci Code: A Historian Reveals What We Really Know about Jesus  Mary Magdalene & Constantine,Bart D. Ehrman,3.64,0195307135,9780195307139,en-US,207,533,50,5/18/2006,Oxford University Press  USA,2006.0,19.0,3.64,533,1,3.842748187800048,3.9506666666666668,0
4256,Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),J.K. Rowling,4.56,074757362X,9780747573623,eng,480,3141,140,7/1/2008,Bloomsbury UK,2008.0,17.0,4.513636363636364,75044,11,6.121552475552906,4.56,1
4259,Housekeeping vs. the Dirt,Nick Hornby/Sarah Vowell/Jess Walter/Jennie Erdal/Joshua Ferris,3.88,1932416595,9781932416596,eng,153,2636,302,9/13/2006,McSweeney's,2006.0,19.0,3.88,2636,1,4.441848592017974,3.8983333333333334,0
4260,The Polysyllabic Spree,Nick Hornby,3.73,1932416242,9781932416244,eng,143,6828,621,11/30/2004,McSweeney's,2004.0,21.0,3.682857142857143,113028,7,5.747936790345619,3.8983333333333334,0
4261,Songbook,Nick Hornby,3.56,1573223565,9781573223560,eng,207,10066,341,10/7/2003,Riverhead Books,2003.0,22.0,3.682857142857143,113028,7,5.747936790345619,3.81,0
4263,My Favorite Year: A Collection of Football Writing,Nick Hornby/D.J. Taylor/Huw Richards/Chris Pierson/Roddy Doyle/Harry Ritchie/Harry Pearson/Olly Wicken/Graham Brack/Matt Nation/Ed Horton/Don  Watson,3.68,0753814412,9780753814413,eng,288,393,4,8/1/2001,Orion Publishing,2001.0,24.0,3.68,393,1,3.7715347089013695,3.9333333333333336,0
4264,Fever Pitch,Nick Hornby,3.74,1573226882,9781573226882,eng,247,28830,1069,3/1/1998,Riverhead Books,1998.0,27.0,3.682857142857143,113028,7,5.747936790345619,3.81,0
4267,High Fidelity,Nick Hornby,3.94,1573228214,9781573228213,en-US,323,827,101,3/1/2000,Riverhead Books,2000.0,25.0,3.682857142857143,113028,7,5.747936790345619,3.81,0
4273,About a Boy,Nick Hornby,3.8,0141007338,9780141007335,eng,278,825,73,4/4/2002,Penguin,2002.0,23.0,3.682857142857143,113028,7,5.747936790345619,3.9567241379310345,0
4277,The Complete Polysyllabic Spree,Nick Hornby,3.59,0670916668,9780670916665,eng,278,450,63,9/7/2006,Viking,2006.0,19.0,3.682857142857143,113028,7,5.747936790345619,3.946,0
4278,Medicus (Gaius Petreius Ruso  #1),Ruth Downie,3.73,1596912316,9781596912311,eng,386,5723,695,3/6/2007,Bloomsbury Publishing PLC,2007.0,18.0,3.73,5723,1,4.599356378314892,3.814285714285714,0
